river_name,river_length_km,source_lat,source_lon,mouth_lat,mouth_lon,countries_passed,continent,main_country,length_category
Stanislaus,238.44246080928323,4606389.634065139,-13321382.781037383,4508170.389512367,-13495651.052244576,United States of America,North America,United States of America,Short
Minnesota,572.566262829056,5675640.59672986,-10774302.602021877,5575721.93495714,-10372082.126462026,United States of America,North America,United States of America,Medium
Mattagami,225.4909965689584,6540032.772908836,-9069804.432080053,6365126.9575770125,-9122800.771691132,Canada,North America,Canada,Short
Groundhog,202.22429042679025,6366405.540832091,-9122800.771691132,6184600.21707372,-9151924.298628125,Canada,North America,Canada,Short
Nipigon,83.82946179165216,6241368.329523273,-9825369.169273375,6317090.386539925,-9822260.05068288,Canada,North America,Canada,Short
Mlzes,630.1872865494648,7688802.270434802,-8253878.22295027,7864872.206986412,-7733965.1070388,Canada,North America,Canada,Medium
Cape Fear,280.93918130751115,4221401.484323285,-8799042.05636568,4029575.046017224,-8678756.672014628,United States of America,North America,United States of America,Short
Nechako,402.40592925528915,7151608.050596006,-13870729.248640554,7122047.853940691,-13659966.882648911,Canada,North America,Canada,Short
Grande Rivire de la Baleine,546.7309270960028,7314181.204197209,-8199767.601326868,7379984.382425075,-8658607.19191836,Canada,North America,Canada,Medium
Eastmain,869.1862325550483,6861889.525928805,-8040968.825764119,6810650.386344143,-8728094.905311977,Canada,North America,Canada,Medium
Altamaha,160.1795111426121,3658355.095311742,-9071695.993740046,3739977.306252024,-9192139.008229429,United States of America,North America,United States of America,Short
Papaloapan,174.0437921169778,2051786.2781408974,-10731014.172189863,2106712.4004726973,-10646537.00205822,Mexico,North America,Mexico,Short
Donjek,438.1192216259623,8684067.330476478,-15474156.604541592,8969513.54512258,-15585313.029674537,Canada,North America,Canada,Short
Platte,589.7674389278895,4985173.421009207,-11166429.31320662,4991712.2949878145,-10672196.32103794,United States of America,North America,United States of America,Medium
Moose,76.02632634450087,6594317.50446473,-9018283.836695135,6540032.772908836,-9069804.432080053,Canada,North America,Canada,Short
Koksoak,21.765834933771483,7883089.393696244,-7722197.201884125,7864872.206986412,-7733965.1070388,Canada,North America,Canada,Short
White,245.47512171780255,8969513.54512258,-15585313.029674537,9112838.68567299,-15538043.012502441,Canada,North America,Canada,Short
Churchill,1476.932916259777,7474726.706291176,-11368603.554420268,7801412.546770886,-10907807.175904673,Canada,North America,Canada,Medium
Churchill,910.7683361765896,7406106.293858348,-11993370.607692476,7805126.534813416,-10859857.718481202,Canada,North America,Canada,Medium
R. des Outaouais,169.1395790233775,6012660.830060881,-8607861.158420073,6018278.455256024,-8773405.416798959,Canada,North America,Canada,Short
R. des Outaouais,400.45242632095255,5990511.7932240125,-8564344.36919688,6018278.455256044,-8773399.981276937,Canada,North America,Canada,Short
Ottawa,139.51065675477983,6005324.959759953,-8850030.745429488,5882732.6692211935,-8812666.192287236,Canada,North America,Canada,Short
Ottawa,675.4013655440828,5732437.267003862,-8560702.569449192,5779552.511837412,-8647744.301178603,Canada,North America,Canada,Medium
Panama Canal,35.212803833626666,1029293.8270691279,-8897025.493904015,1010941.293745019,-8871108.924953701,Panama,North America,Panama,Short
Panama Canal,26.223024517492558,994811.2342430608,-8856596.081183268,1029293.8270691279,-8897025.493904015,Panama,North America,Panama,Short
Río Grande de Santiago,42.418798916894445,2281797.8694252237,-11440262.758857451,2474266.5916505945,-11700613.392159,Mexico,North America,Mexico,Short
Río Grande de Santiago,458.1511488782633,2373296.2038218915,-11531813.2560953,2474266.5916505945,-11700613.392159,Mexico,North America,Mexico,Short
Alsek River,647.8431727156474,8640670.066021128,-15250783.827483546,8183353.653073271,-15410838.208630897,"Canada, United States of America",North America,Canada,Medium
Kuskokwim,1436.9974374519993,9081419.419150751,-17223416.298247237,8520854.430495217,-18020562.77882765,United States of America,North America,United States of America,Medium
North Fork Kuskokwim,547.8335844046176,9388169.535111161,-16884294.079956584,9081419.419150751,-17223416.298247237,United States of America,North America,United States of America,Medium
Copper,728.3653872322454,8934388.445619421,-15991985.1977617,8523128.309429629,-16098581.219927086,United States of America,North America,United States of America,Medium
Susitna,820.7145419835763,8941832.315513957,-16328797.319197526,8670542.448489489,-16762715.041366803,United States of America,North America,United States of America,Medium
Tanana,2019.049145344335,8827667.649471007,-15809800.088744925,9613240.388169443,-16925889.41214877,United States of America,North America,United States of America,Long
Porcupine,2002.2583595523195,9742626.582239121,-15563671.498786174,9998866.982848672,-16200536.623537136,"Canada, United States of America",North America,Canada,Long
Koyukuk,2128.1481799227013,10420084.835862933,-16789362.688027687,9534651.135275137,-17559513.648538534,United States of America,North America,United States of America,Long
Albany,1382.707974963872,6599133.621290863,-10164833.82545074,6801428.843935031,-9115144.83893809,Canada,North America,Canada,Medium
Albany,243.36024689207625,6723549.457535612,-10231927.191398324,6600039.386971256,-10176574.552995333,Canada,North America,Canada,Short
Churchill,650.0498042464905,6972005.999349072,-7200381.653268608,6998571.993576828,-6725996.469724556,Canada,North America,Canada,Medium
Churchill,52.94272306074785,6971983.408719628,-7200392.524312662,7019702.914617214,-7199876.149721564,Canada,North America,Canada,Short
Rupert,113.14952999144397,6661752.300265939,-8551508.383966932,6667073.96686203,-8378259.273136916,Canada,North America,Canada,Short
Rupert,675.7000824627563,6601764.934007043,-8197729.280572623,6661665.373973402,-8551630.683212226,Canada,North America,Canada,Medium
San Joaquin,14.272328281540611,4422043.351160566,-13313903.502749698,4413450.076877358,-13324712.038269354,United States of America,North America,United States of America,Short
San Joaquin,491.30119595152144,4426717.533100925,-13217713.787475148,4504190.844444815,-13492362.561427664,United States of America,North America,United States of America,Short
Chattahoochee,129.96166376781377,4053637.4547000765,-9330214.856123747,3574524.9741306272,-9448124.917355845,United States of America,North America,United States of America,Short
Chattahoochee,699.075721407949,4053627.6227203705,-9330464.8901363,3574493.517224229,-9448342.3382363,United States of America,North America,United States of America,Medium
Alabama,58.745295709856215,3930899.3853480318,-9610204.030452479,3847122.0313272774,-9623053.604487421,United States of America,North America,United States of America,Short
Alabama,952.7896767374069,4039642.2142354553,-9482485.569750866,3570168.9580785297,-9795609.686261004,United States of America,North America,United States of America,Medium
Tugaloo,55.65842967367512,4053938.9729563687,-9219324.771569395,4085190.3921977985,-9257982.204114387,United States of America,North America,United States of America,Short
Tugaloo,27.72964489163704,4085341.578952117,-9258052.865900556,4099983.6058858647,-9279099.207128651,United States of America,North America,United States of America,Short
Chattooga,61.390566465467536,4099983.6058858647,-9279099.207128651,4149691.5935733644,-9252943.475209843,United States of America,North America,United States of America,Short
Savannah,66.91330105295258,4007267.8018709095,-9193804.9957259,3960035.4791984023,-9151391.617471058,United States of America,North America,United States of America,Short
Savannah,362.0683486016707,4007235.164102507,-9193796.842442896,3744905.4594930415,-9004757.540169746,United States of America,North America,United States of America,Short
Coppermine,480.4135387324281,9739750.006388593,-12709682.722680552,9543028.499550642,-12506013.712913765,Canada,North America,Canada,Short
Coppermine,1036.6687743556568,9739598.64050615,-12709718.053573655,9559127.018637965,-12503168.217140784,Canada,North America,Canada,Medium
Rainy,114.9808778859604,6213586.670919452,-10165594.798532322,6177904.064837713,-10395191.248293454,Canada,North America,Canada,Short
Rainy,494.16815023715003,6298473.770139833,-10074799.838854061,6178080.319067693,-10394658.567136355,"Canada, United States of America",North America,Canada,Short
Winnipeg,313.3245332128424,6462549.121961829,-10689562.813864326,6521983.590627602,-10719439.160599923,"Canada, United States of America",North America,Canada,Short
Winnipeg,361.81352799681736,6462570.329507454,-10689557.3783423,6483507.641248815,-10685412.79280862,Canada,North America,Canada,Short
Back,581.4153564899425,9495137.569313377,-12032462.881998431,9879290.328624723,-10797392.699526273,Canada,North America,Canada,Medium
Back,1549.286481853211,9455326.710420595,-12081860.906037917,9879357.472928314,-10797485.10340045,Canada,North America,Canada,Medium
South Saskatchewan,241.2017622656088,6527958.506284488,-12023140.961748881,6634490.180638144,-11894830.029147996,Canada,North America,Canada,Short
South Saskatchewan,2013.6154740818806,6706652.69818294,-12960042.866525173,6634533.498170069,-11894851.771236056,Canada,North America,Canada,Long
Pit,32.68902000181027,4949596.216358326,-13622075.858707497,4952545.544867595,-13591514.636198448,United States of America,North America,United States of America,Short
Pit,342.66133855247097,5089040.8930589985,-13406136.157999977,4952545.544867595,-13591514.636198448,United States of America,North America,United States of America,Short
Nelson,438.2798259541945,7372599.717979183,-10826274.345733812,7590641.208964261,-10623347.284721568,Canada,North America,Canada,Short
Nelson,697.7153864058041,7244169.380643756,-10886065.087859113,7601599.931877038,-10550793.936913542,Canada,North America,Canada,Medium
Skeena,864.6082993353066,7740394.527481282,-14312381.718632068,7181401.039869976,-14414039.569050085,Canada,North America,Canada,Medium
Liard,2108.455359307141,8635372.800195364,-14624345.351192778,8784953.442335727,-13500428.876092613,Canada,North America,Canada,Long
Coco,667.0091502321843,1497900.8922679317,-9667429.206188418,1677805.7371577662,-9254036.015134132,"Honduras, Nicaragua",North America,Nicaragua,Medium
Double Mountain Fork Brazos,173.9666303438473,3942601.989306598,-11316620.939664353,3859445.149098189,-11187755.583818302,United States of America,North America,United States of America,Short
Beaver,908.6115371483323,7211433.942631687,-12550258.862086475,7406316.467491895,-11993607.052899975,Canada,North America,Canada,Medium
Finlay,523.441244097469,7686522.49021036,-14163774.546840638,7674827.106720188,-13896637.664307833,Canada,North America,Canada,Medium
Verde,331.0347555003004,2515094.1326665254,-11202330.936091846,2493275.0024331245,-10974982.074682424,Mexico,North America,Mexico,Short
S. Branch Potomac,263.40176037571314,4641388.436866999,-8832269.447155172,4786389.669810522,-8719139.882798215,United States of America,North America,United States of America,Short
Hudson,508.42127828675393,5451209.951914564,-8245936.925291606,5030123.882168849,-8231779.832676339,United States of America,North America,United States of America,Medium
Wabash,881.2459103898883,4890566.624873322,-9434848.654843016,4525953.531512952,-9801170.225278657,United States of America,North America,United States of America,Medium
Saint John,886.5789309565149,5778953.838123381,-7821762.376327737,5644603.498918948,-7368312.105810528,"Canada, United States of America",North America,Canada,Medium
Yadkin,142.2661768885116,4285602.857782912,-9081036.938316595,4308240.837766635,-8955503.557463553,United States of America,North America,United States of America,Short
Willamette,519.2321522844097,5347056.638659849,-13591514.636198465,5694912.032520968,-13662706.385742621,United States of America,North America,United States of America,Medium
Gila,1000.6604375083168,3948493.5185660934,-12045171.132461062,3886798.02060696,-12384918.435782984,United States of America,North America,United States of America,Medium
Brazos,1217.5422294767757,3859445.149098189,-11187755.583818302,3339819.7484273883,-10617949.811364243,United States of America,North America,United States of America,Medium
Great Bear,272.2990804759909,9544410.766254468,-13981858.496163432,9609634.872770872,-13744837.123334719,Canada,North America,Canada,Short
Pánuco,160.01435207546547,2528258.34547407,-10884942.652563747,2493275.0024331245,-10974982.074682424,Mexico,North America,Mexico,Short
Trinity,177.14089216734624,4957963.932783206,-13664975.716182387,5014126.113772606,-13769065.962700533,United States of America,North America,United States of America,Short
Great Pee Dee,527.3025425146081,4308240.837766635,-8955503.557463553,3929913.9049548074,-8815340.46911681,United States of America,North America,United States of America,Medium
Pend Orielle,262.23306429457165,6116615.00482338,-12976458.14299956,6245643.937807054,-13094101.863653125,"Canada, United States of America",North America,United States of America,Short
Potomac,249.0178148109311,4786389.669810522,-8719139.882798215,4680797.373854623,-8579207.562580653,United States of America,North America,United States of America,Short
Mississippi,49.58408852961882,5985397.192317054,-10520452.853045946,5977066.443079038,-10500374.034735886,United States of America,North America,United States of America,Short
Mississippi,2102.9555025322147,5977066.443079038,-10500374.034735886,5946097.3253768,-10595381.523972983,United States of America,North America,United States of America,Long
Usumacinta,626.0857033033011,2100110.6676445934,-10294919.84794545,2052403.137323311,-10264293.637633622,"Guatemala, Mexico",North America,Mexico,Medium
Stikine,998.3297619697814,7784039.524876205,-14263345.156806305,7650967.501770004,-14728837.826339748,"Canada, United States of America",North America,Canada,Medium
San Juan,169.66242190538566,1347888.0961493142,-9559159.043243518,1237206.004334846,-9436533.66666656,Nicaragua,North America,Nicaragua,Short
San Juan,206.99632289544815,1347888.0961493142,-9559159.043243518,1215610.8768888044,-9311244.884304006,"Costa Rica, Nicaragua",North America,Nicaragua,Short
Thelon,871.9244528876378,9437515.948133335,-11302961.472849747,9507082.90639402,-10809486.736001646,Canada,North America,Canada,Medium
Thelon,1307.2549601930966,9079663.3131342,-11670022.274278907,9507082.90639402,-10809486.736001646,Canada,North America,Canada,Medium
Colorado,501.42837026852857,4862416.624282764,-11784374.786354532,4077272.403227995,-12732384.180361124,United States of America,North America,United States of America,Medium
Colorado,1843.3672499765428,4864028.578010739,-11779338.77521099,4046966.8104824666,-12704336.886782335,"Mexico, United States of America",North America,United States of America,Medium
Sacramento,19.53160605513903,4959573.941335813,-13625114.315511862,4943460.924464214,-13626690.616895176,United States of America,North America,United States of America,Short
Sacramento,601.8310173543331,5021675.079873097,-13628294.095888544,4646213.236987673,-13534305.76702855,United States of America,North America,United States of America,Medium
Tennessee,266.45850590569114,4108757.7194053596,-9762768.262268182,4268008.206351133,-9793375.686714338,United States of America,North America,United States of America,Short
Tennessee,833.839503674514,4257729.04296674,-9347440.02537786,4416374.72619053,-9827652.08851815,United States of America,North America,United States of America,Medium
Klamath,39.62072351590197,5169701.54049589,-13559526.655492425,5203555.55952466,-13575569.532378038,United States of America,North America,United States of America,Short
Klamath,421.8795721103182,5169701.541649781,-13559526.589161409,5025071.71762506,-13779108.089616563,United States of America,North America,United States of America,Short
Athabasca,83.01805306312441,8077396.883144954,-12358194.691813996,8077355.1194502385,-12358194.691813996,Canada,North America,Canada,Short
Athabasca,2266.0388038622673,8144822.104212271,-12402187.089213198,7360633.689566775,-12695911.827664701,Canada,North America,Canada,Long
Holston,371.7898368814335,4414659.826852055,-9063588.912660059,4257729.04296674,-9347440.02537786,United States of America,North America,United States of America,Short
Fraser,1881.349487364749,6861132.050165285,-13171212.896667698,6268181.675263376,-13696814.286364097,Canada,North America,Canada,Medium
Sprague,141.09955023180777,5192328.169257593,-13456504.422718547,5203709.7548215715,-13575487.999547893,United States of America,North America,United States of America,Short
Chixoy,411.8229426294233,1680146.1125010282,-10161039.831086773,1841424.2175153878,-10063439.59785025,"Guatemala, Mexico",North America,Guatemala,Short
Snake,89.79419446051881,5334265.202114611,-12377164.663633728,5230438.688827816,-12614308.3357077,United States of America,North America,United States of America,Short
Snake,1888.2768867096006,5309400.234648262,-12361075.518480044,5762352.062188051,-13238050.793080755,United States of America,North America,United States of America,Medium
La Grande,459.34799195631524,7068947.679911867,-7994576.645396886,7097472.484457139,-8618384.329034103,Canada,North America,Canada,Short
La Grande,733.3163976728755,7076063.4561124565,-8286518.532628664,7097449.531343264,-8618319.102769978,Canada,North America,Canada,Medium
Rio Grande,173.7458057216775,3919124.5678419345,-11930106.567001915,3111173.0382406493,-11072123.006308973,"Mexico, United States of America",North America,United States of America,Short
Rio Grande,2664.9908281658572,4521645.245940725,-11958670.235171776,3050020.4203041107,-11039789.803624224,"Mexico, United States of America",North America,United States of America,Long
Saskatchewan,407.09231216177403,7038065.304500691,-11565084.086327018,7129211.961686566,-11396957.95499268,Canada,North America,Canada,Short
Saskatchewan,704.8768963299752,7038201.988156321,-11565383.040037632,6978324.870187336,-11057400.89494115,Canada,North America,Canada,Medium
North Saskatchewan,2090.2983858358516,6768963.6432179,-13039129.711790912,6899962.853069176,-12059683.976231461,Canada,North America,Canada,Long
Arkansas,2680.310194146264,4726549.390598608,-11842254.942492824,4079236.5885799443,-10257139.860248161,United States of America,North America,United States of America,Long
Yukon,6316.04769645621,8734005.69937593,-18341707.008065622,9000045.671000421,-18310017.914739236,"Canada, United States of America",North America,United States of America,Long
Teslin,233.4826707027666,8463081.562345624,-14832751.418392476,8275891.5082285935,-14704791.076961355,Canada,North America,Canada,Short
Teslin,519.8150095526438,8162517.986054029,-14606035.795297401,8463081.562345624,-14832751.418392476,Canada,North America,Canada,Medium
Columbia,346.47026841699943,6743054.051133931,-13121532.225483583,6185921.213702929,-13143736.332900122,"Canada, United States of America",North America,Canada,Short
Columbia,2256.886583210696,6705210.544952777,-13081942.600913608,5684949.74959242,-13597670.364876335,"Canada, United States of America",North America,United States of America,Long
Allegheny,567.4264246011628,5107319.861502156,-8667339.358029703,4903489.273179172,-8904545.538606754,United States of America,North America,United States of America,Medium
Niagara,26.548132448015533,5298923.282998096,-8801588.598428039,5325084.080998106,-8800827.625346415,Canada,North America,Canada,Short
St. Clair,79.84113679148366,5216035.254799086,-9200012.361862903,5285461.362785746,-9174644.780635746,"Canada, United States of America",North America,Canada,Short
Ohio,1905.4863427601238,4903489.273179172,-8904545.538606754,4410553.34497098,-9921219.164422233,United States of America,North America,United States of America,Medium
Saint Lawrence,150.07409051611927,5512722.968760104,-8437125.976520268,5591183.923451345,-8317006.375590534,"Canada, United States of America",North America,Canada,Short
Peace,421.74705278541825,7674827.106720188,-13896637.664307833,8081469.971920531,-12670756.231795998,Canada,North America,Canada,Short
Peace,2180.7647256896794,8081469.971920531,-12670756.231795998,8072710.374504588,-12658526.30727036,Canada,North America,Canada,Long
Mackenzie,490.46302267470264,8645040.408472747,-12657428.33182404,8659325.852108117,-13098749.234972844,Canada,North America,Canada,Short
Mackenzie,4078.900855759387,8659325.852108117,-13098749.234972844,10699625.122629477,-15009867.903133692,Canada,North America,Canada,Long
Slave,833.7997283591131,8144822.104212271,-12402187.089213198,8644967.077748772,-12657515.300176201,Canada,North America,Canada,Medium
Mississippi,2156.632969835025,3395365.2533410974,-9928388.617955247,3374595.134191817,-9936487.545752233,United States of America,North America,United States of America,Long
